"id","name","os","status","account","dept","division","owner","storage","cpu","memory"
"3000","bmw056.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","381","2 physical, 2 logical","7868 (8192)"
"3001","bmw057.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","795","2 physical, 2 logical","7868 (8192)"
"3002","maxima02.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","563","4 physical, 4 logical","15947 (16384)"
"3003","maxima04.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","563","4 physical, 4 logical","15947 (16384)"
"3004","maxima03.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","563","4 physical, 4 logical","15947 (16384)"
"3005","maxima01.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","424","4 physical, 4 logical","15947 (16384)"
"3006","sf-tms01","Windows","Active","G953770","Johnson Museum Of Art","","mjc69","969","1 Physical, 1 Logical","6143 (6144)"
"3007","sf-agnorth-002","Windows","Active","1213198","CALS","","ams323","999","1 Physical, 1 Logical","4095 (4096)"
"3008","miata01.serverfarm.cornell.edu","Linux","Gone","R524890","CIT","Systems & Operations","ljc1","136","2 physical, 16 logical","48256 ()"
"3009","sf-agpeit-005","Windows","Active","1257601","CALS","","jbb23","579","1 Physical, 1 Logical","12287 (12288)"
"3010","sf-fs-tweb-005","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","2 Physical, 2 Logical","12287 (12288)"
"3011","bmw058.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","160","2 physical, 2 logical","7868 (8192)"
"3012","sf-infranode037.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","197","4 physical, 4 logical","7868 (8192)"
"3013","huron4.serverfarm.cornell.edu","Linux","Gone","R524890","CIT","Systems & Operations","ljc1","385","2 physical, 32 logical","32150 ()"
"3014","oxton112.serverfarm.cornell.edu","Linux","Gone","1047638","COOPERATIVE EXTENSION","","gm228","190","2 physical, 2 logical","7868 (8192)"
"3015","oxton113.serverfarm.cornell.edu","Linux","Gone","1047638","COOPERATIVE EXTENSION","","gm228","131","1 physical, 1 logical","3828 (4096)"
"3016","bmw059.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","91","1 physical, 1 logical","1873 (2048)"
"3017","india9.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (196597)"
"3018","norway06.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","","0","Not Provided","Not Provided (262109)"
"3019","sf-citdsrv-017","Windows","Gone","R554701","CIT","Support","eln1","209","2 Physical, 2 Logical","4095 (4096)"
"3020","avalon2.serverfarm.cornell.edu","Linux","Active","R524890","CIT","Systems & Operations","ljc1","37","2 physical, 32 logical","32068 ()"
"3021","sf-agnorth-003","Windows","Gone","1593106","CALS","","dh286","499","1 Physical, 1 Logical","4095 (4096)"
"3022","norway06.serverfarm.cornell.edu","ESX","Gone","R524890","CIT","Systems & Operations","","0","Not Provided","Not Provided (262109)"
"3023","sf-sas-app-102","Windows","Active","R704750","CIT","Information Systems","vm57","219","4 Physical, 4 Logical","4095 (4096)"
"3024","sf-sas-app-103","Windows","Active","R704750","CIT","Information Systems","vm57","219","4 Physical, 4 Logical","4095 (4096)"
"3025","sf-sas-app-104","Windows","Active","R704750","CIT","Information Systems","vm57","139","4 Physical, 4 Logical","4095 (4096)"
"3026","sf-sas-app-105","Windows","Active","R704750","CIT","Information Systems","vm57","139","4 Physical, 4 Logical","4095 (4096)"
"3027","sf-sas-web-106","Windows","Active","R704750","CIT","Information Systems","vm57","139","6 Physical, 6 Logical","16383 (16384)"
"3028","sf-sas-web-107","Windows","Active","R704750","CIT","Information Systems","vm57","139","6 Physical, 6 Logical","16383 (16384)"
"3029","sf-sas-web-108","Windows","Active","R704750","CIT","Information Systems","vm57","139","6 Physical, 6 Logical","16383 (16384)"
"3030","sf-sas-file-103","Windows","Active","R704750","CIT","Information Systems","vm57","6053","2 Physical, 2 Logical","12287 (12288)"
"3031","sf-infranode038","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","159","2 Physical, 2 Logical","4095 ()"
"3032","sf-infranode039","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","99","2 Physical, 2 Logical","4095 ()"
"3033","sf-sas-web-109","Windows","Active","R704750","CIT","Information Systems","vm57","139","6 Physical, 6 Logical","16383 (16384)"
"3034","bmw060.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","204","2 physical, 2 logical","3828 (4096)"
"3035","bmw061.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","155","2 physical, 2 logical","3828 (4096)"
"3036","bmw062.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","634","2 physical, 2 logical","3828 (4096)"
"3037","bmw063.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","224","4 physical, 4 logical","3828 (4096)"
"3038","bmw064.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","190","4 physical, 4 logical","3828 (4096)"
"3039","bmw065.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","634","4 physical, 4 logical","7868 (8192)"
"3040","sf-infranode419.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","47","1 physical, 1 logical","1000 (1024)"
"3041","sf-praline07","Windows","Active","R704750","CIT","Information Systems","vm57","139","4 Physical, 4 Logical","8190 (8192)"
"3042","sf-huckleberry9","Windows","Active","R704710","CIT","IT Security","se10","119","2 Physical, 2 Logical","8191 (8192)"
"3043","sf-praline08","Windows","Active","R704750","CIT","Information Systems","vm57","139","4 Physical, 4 Logical","8190 (8192)"
"3044","gmc019.serverfarm.cornell.edu","Linux","Gone","R513841","CIT","Information Systems","gm228","235","2 physical, 2 logical","3829 (4096)"
"3045","gmc020.serverfarm.cornell.edu","Linux","Gone","R513841","CIT","Information Systems","gm228","235","2 physical, 2 logical","7869 (8192)"
"3046","bmw066.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","160","2 physical, 2 logical","7868 (8192)"
"3047","maxima99.mail.cornell.edu","Linux","Gone","R524717","CIT","Support","pb10","136","1 physical, 1 logical","3923 (4096)"
"3048","sf-thompson10","Windows","Gone","R524881","CIT","Systems & Operations","bnm3","119","2 Physical, 2 Logical","4095 (4096)"
"3049","bmw067.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","155","1 physical, 1 logical","3828 (4096)"
"3050","sf-infranode040","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","69","2 Physical, 2 Logical","4095 ()"
"3051","bmw068.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","135","1 physical, 1 logical","3828 (4096)"
"3052","bmw069.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","135","1 physical, 1 logical","3828 (4096)"
"3053","alva04.mail.cornell.edu","Linux","Gone","R524717","CIT","Support","pb10","425","2 physical, 2 logical","7868 (8192)"
"3054","poblano03.serverfarm.cornell.edu","Linux","Active","R513866","CIT","Systems & Operations","vm57","76","1 physical, 1 logical","3828 (4096)"
"3055","cork99.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","77","1 physical, 1 logical","2009 (2048)"
"3056","sf-infranode041","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","69","2 Physical, 2 Logical","4095 ()"
"3057","kuali180.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","47","2 physical, 2 logical","3828 (4096)"
"3058","kuali179.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","47","2 physical, 2 logical","3828 (4096)"
"3059","sf-infranode042","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","69","2 Physical, 2 Logical","4095 ()"
"3060","cambridge03.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","116","1 physical, 1 logical","1891 (2048)"
"3061","cambridge04.serverfarm.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","116","2 physical, 2 logical","3923 (4096)"
"3062","bmw070.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","1070","2 physical, 2 logical","7868 (8192)"
"3063","bmw071.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","677","2 physical, 2 logical","7868 (8192)"
"3064","sf-lib-app-010.serverfarm.cornell.edu","Linux","Active","L913702","CALS Mann Library","DIGITAL LIBRARY-TEEAL DESIGNATED","cam2","234","2 physical, 2 logical","7868 (8192)"
"3065","sf-lib-app-009","Windows","Active","L914701","CALS Mann Library","CORNELL VIVO","cam2","1209","2 Physical, 2 Logical","16383 (16384)"
"3066","bmw072.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","160","2 physical, 2 logical","7868 (8192)"
"3067","sf-tableau-003","Windows","Active","A513714","COLLEGE OF ARTS AND SCIENCES","","rwg1","139","1 Physical, 1 Logical","2047 (2048)"
"3068","sf-thompson11","Windows","Gone","R524881","CIT","Systems & Operations","bnm3","159","2 Physical, 2 Logical","8191 (8192)"
"3069","oxton114.serverfarm.cornell.edu","Linux","Gone","1047638","COOPERATIVE EXTENSION","","gm228","156","2 physical, 2 logical","5848 (6144)"
"3070","sf-sas-ts-007","Windows","Active","G123008","SAS IT Enterprise","","mm129","149","1 Physical, 1 Logical","4095 (4096)"
"3071","sf-infranode043","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","89","1 Physical, 1 Logical","3071 (3072)"
"3072","norway07.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (262109)"
"3073","sf-teste2013-01","Windows","Gone","R524717","CIT","Support","pb10","484","2 Physical, 2 Logical","12287 (12288)"
"3074","sf-teste2013-02","Windows","Gone","R524717","CIT","Support","pb10","484","2 Physical, 2 Logical","12287 (12288)"
"3075","sf-rush04","Windows","Active","R524870","CIT","Systems & Operations","ljc1","189","2 Physical, 2 Logical","8191 (8192)"
"3076","sf-dfacit-db-02","Windows","Active","G104700","FINANCIAL SYSTEMS","","vm57","579","1 Physical, 1 Logical","4095 (4096)"
"3077","oxton115.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","146","1 physical, 1 logical","3947 (4096)"
"3078","acadtech09.serverfarm.cornell.edu","Linux","Gone","R554722","CIT","Academic Technology Services & User Support","tam42","156","1 physical, 1 logical","2026 (2048)"
"3079","bmw073.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","283","2 physical, 2 logical","7868 (8192)"
"3080","gmc021.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","205","2 physical, 2 logical","7868 (8192)"
"3081","sf-praline09","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","ssh6","279","1 Physical, 12 Logical","16349 ()"
"3082","sf-infranode420.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","57","1 physical, 1 logical","992 (1024)"
"3083","gmc022.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","273","2 physical, 2 logical","24105 (24576)"
"3084","sf-sas-app-004.serverfarm.cornell.edu","Linux","Active","G123008","SAS IT Enterprise","","mm129","122","2 physical, 2 logical","7868 (8192)"
"3085","oxton116.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","225","1 physical, 1 logical","3828 (4096)"
"3086","oxton117.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","vm57","396","3 physical, 3 logical","7868 (8192)"
"3087","sf-infranode044","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","74","1 Physical, 1 Logical","2047 ()"
"3088","sf-en-pub-004.serverfarm.cornell.edu","Linux","Active","E503129","ENGINEERING OIT","","da10","116","2 physical, 2 logical","1873 (2048)"
"3089","sf-york25","Windows","Active","R534713","CIT","Network & Communication Services","amp53","279","4 Physical, 4 Logical","8191 (8192)"
"3090","sf-honey01","Windows","Active","R524715","CIT","Systems & Operations","mjl338","149","2 Physical, 2 Logical","8191 (8192)"
"3091","sf-fs-tweb-006","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","2 Physical, 2 Logical","8191 (8192)"
"3093","sf-fs-web-005","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","149","2 Physical, 2 Logical","8191 (8192)"
"3094","sf-fs-tweb-007","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","2 Physical, 2 Logical","8191 (8192)"
"3095","oxton118.serverfarm.cornell.edu","Linux","Active","G413701","Programming Services","","gm228","406","2 physical, 2 logical","7981 (8192)"
"3096","cimtrak01","Windows","Gone","R524850","CIT","Systems & Operations","ljc1","109","1 Physical, 2 Logical","4095 ()"
"3097","webhost001.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","57","1 physical, 1 logical","1873 (2048)"
"3098","sf-infranode421","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","84","1 Physical, 1 Logical","2047 (2048)"
"3099","sf-sas-db-005","Windows","Active","G123008","SAS IT Enterprise","","mm129","149","2 Physical, 2 Logical","8191 (8192)"
"3100","webhost002.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","57","1 physical, 1 logical","1873 (2048)"
"3101","iceland01","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (196597)"
"3102","iceland02","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (196597)"
"3103","sf-infranode422","Windows","Active","R524870","CIT","Systems & Operations","ljc1","69","1 Physical, 1 Logical","2047 (2048)"
"3104","kuali181.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","48","2 physical, 2 logical","3828 (4096)"
"3105","kuali182.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","48","2 physical, 2 logical","3828 (4096)"
"3106","kuali183.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","48","2 physical, 2 logical","3828 (4096)"
"3107","kuali184.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","48","2 physical, 2 logical","3828 (4096)"
"3108","bmw074.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","116","1 physical, 1 logical","3828 (4096)"
"3109","sf-paprika01","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","4095 (4096)"
